aus_rojo,aus_negro,aus_par,aus_impar,aus_1-18,aus_19-36,velocidad,dir_bin,jugadores,hora_norm,target
1,2,406,406,406,406,47.82266378480724,0,0.8,0.6956521739130435,18.0
1,3,407,407,407,407,58.57638624182648,1,0.8,0.6956521739130435,20.0
2,1,408,408,408,408,56.89530368028053,0,0.35,0.6956521739130435,7.0
1,2,409,409,409,409,48.00247620218549,1,0.95,0.6956521739130435,18.0
1,3,410,410,410,410,52.16797422328551,0,0.35,0.6956521739130435,12.0
1,4,411,411,411,411,50.486922980509256,1,1.0,0.6956521739130435,14.0
1,5,412,412,412,412,59.83293907540164,0,1.0,0.6956521739130435,17.0
2,1,413,413,413,413,46.72515302614324,1,1.0,0.6956521739130435,4.0
3,1,414,414,414,414,56.09332372037176,0,1.0,0.6956521739130435,2.0
4,1,415,415,415,415,50.055364482469415,1,1.0,0.6956521739130435,21.0
1,2,416,416,416,416,52.87185347243408,0,1.0,0.6956521739130435,24.0
2,1,417,417,417,417,52.40441971624173,1,1.0,0.6956521739130435,2.0
3,1,418,418,418,418,45.888365570911766,0,1.0,0.6956521739130435,13.0
4,1,419,419,419,419,54.30837535583683,1,1.0,0.6956521739130435,17.0
5,1,420,420,420,420,53.25906746902205,0,1.0,0.6956521739130435,23.0
1,2,421,421,421,421,44.81261271131704,1,1.0,0.6956521739130435,24.0
2,1,422,422,422,422,44.88866393760877,0,1.0,0.6956521739130435,16.0
1,2,423,423,423,423,48.77896076773796,1,0.0,0.6956521739130435,4.0
2,1,424,424,424,424,68.94741018022656,0,1.0,0.6956521739130435,23.0
1,2,425,425,425,425,52.53314336413653,0,1.0,0.6956521739130435,32.0
1,3,426,426,426,426,45.56919188364127,0,0.9,0.6956521739130435,7.0
1,4,427,427,427,427,50.99897393305792,1,1.0,0.6956521739130435,19.0
1,5,428,428,428,428,49.63519896167036,0,0.95,0.6956521739130435,14.0
1,6,429,429,429,429,54.924018805087066,1,1.0,0.6956521739130435,14.0
1,7,430,430,430,430,42.56017669259608,0,1.0,0.6956521739130435,1.0
1,8,431,431,431,431,48.29723293608871,0,0.5,0.782608695652174,13.0
2,1,432,432,432,432,42.86103340290207,1,0.75,0.782608695652174,21.0
1,2,433,433,433,433,50.20094640021671,0,0.5,0.782608695652174,0.0
2,3,434,434,434,434,63.363131293954254,1,0.0,0.8260869565217391,18.0
1,4,435,435,435,435,58.22076698064996,1,0.0,0.8260869565217391,18.0
1,5,436,436,436,436,55.72269959648256,1,0.0,0.8260869565217391,18.0
1,6,437,437,437,437,55.72269959648256,1,0.6,0.8260869565217391,18.0
1,7,438,438,438,438,47.75922590268151,0,0.6,0.8260869565217391,18.0
1,8,439,439,439,439,32.01516598663286,0,0.5,0.8260869565217391,31.0
2,1,440,440,440,440,53.20093240163505,1,0.5,0.8260869565217391,35.0
3,1,441,441,441,441,51.49395327088855,1,0.5,0.8695652173913043,4.0
4,1,442,442,442,442,48.5043059203275,0,0.5,0.8695652173913043,20.0
5,1,443,443,443,443,40.13789603960107,1,0.0,0.8695652173913043,5.0
1,2,444,444,444,444,56.05444605396332,0,0.5,0.8695652173913043,1.0
1,3,445,445,445,445,50.05351940968553,1,0.5,0.8695652173913043,28.0
2,1,446,446,446,446,49.33432734042653,0,0.5,0.8695652173913043,14.0
1,2,447,447,447,447,52.351221971766805,1,0.5,0.8695652173913043,16.0
1,3,448,448,448,448,48.11282705214781,0,0.6,0.8695652173913043,36.0
1,4,449,449,449,449,50.77814946507651,1,0.5,0.8695652173913043,30.0
1,5,450,450,450,450,50.842752367427714,0,0.5,0.8695652173913043,28.0
2,1,451,451,451,451,49.84000346131444,1,0.5,0.8695652173913043,34.0
1,2,452,452,452,452,55.26501030145782,0,0.5,0.9130434782608695,10.0
2,1,453,453,453,453,49.73721663093562,1,0.5,0.9130434782608695,10.0
3,1,454,454,454,454,53.67373523042588,1,0.9,0.9130434782608695,10.0
4,1,455,455,455,455,56.32027821318235,1,0.9,0.9130434782608695,29.0
5,1,456,456,456,456,55.64667713040421,0,0.8,0.9130434782608695,29.0
6,1,457,457,457,457,50.42901070709057,0,0.5,0.9130434782608695,30.0
1,2,458,458,458,458,48.26048399700095,0,0.5,0.9130434782608695,11.0
2,1,459,459,459,459,69.03837510613657,1,0.5,0.9130434782608695,8.0
3,1,460,460,460,460,59.01042034703215,0,0.5,0.9130434782608695,20.0
4,1,461,461,461,461,47.81219826586064,1,0.5,0.9130434782608695,12.0
1,2,462,462,462,462,63.383155176027536,0,0.8,0.43478260869565216,7.0
1,3,463,463,463,463,49.562547112429264,1,0.8,0.43478260869565216,1.0
1,4,464,464,464,464,53.07986487160335,0,0.8,0.43478260869565216,17.0
2,1,465,465,465,465,50.32384540455328,1,0.8,0.43478260869565216,36.0
1,2,466,466,466,466,54.239482385755,0,0.8,0.43478260869565216,27.0
1,3,467,467,467,467,54.40319739920235,1,0.8,0.43478260869565216,14.0
1,4,468,468,468,468,56.32572368067961,0,0.8,0.43478260869565216,35.0
2,1,469,469,469,469,56.19958089157435,1,0.75,0.43478260869565216,20.0
3,1,470,470,470,470,46.52545541004691,0,0.75,0.43478260869565216,27.0
1,2,471,471,471,471,50.78926068902877,1,0.8,0.43478260869565216,36.0
1,3,472,472,472,472,43.26085738919489,1,0.5,0.43478260869565216,6.0
2,1,473,473,473,473,0.2621747942762908,0,0.95,0.43478260869565216,32.0
1,2,474,474,474,474,54.09846522031213,0,0.9,0.43478260869565216,9.0
1,3,475,475,475,475,42.73101902764744,0,0.5,0.4782608695652174,10.0
2,1,476,476,476,476,32.65111110999649,1,0.75,0.4782608695652174,10.0
3,1,477,477,477,477,50.32621417169677,1,0.65,0.4782608695652174,28.0
4,1,478,478,478,478,58.426452104657066,0,0.7,0.4782608695652174,28.0
5,1,479,479,479,479,49.47703611305653,0,0.5,0.4782608695652174,11.0
6,1,480,480,480,480,51.13507031489702,1,0.5,0.4782608695652174,11.0
7,1,481,481,481,481,63.8080866422161,1,0.5,0.4782608695652174,14.0
1,2,482,482,482,482,60.8656144974667,0,0.0,0.4782608695652174,33.0
2,1,483,483,483,483,40.49260921233141,1,0.65,0.4782608695652174,9.0
1,2,484,484,484,484,45.52267240957732,0,0.65,0.4782608695652174,6.0
2,1,485,485,485,485,45.74696191993797,1,0.65,0.4782608695652174,11.0
3,1,486,486,486,486,64.79103390168957,0,0.65,0.4782608695652174,12.0
1,2,487,487,487,487,43.35133384709464,1,0.65,0.4782608695652174,10.0
2,1,488,488,488,488,56.34548672144226,0,0.65,0.4782608695652174,15.0
3,1,489,489,489,489,54.48688751534813,0,0.65,0.4782608695652174,26.0
4,1,490,490,490,490,45.22807885496677,0,0.65,0.4782608695652174,20.0
5,1,491,491,491,491,60.190152502660894,1,0.65,0.4782608695652174,15.0
6,1,492,492,492,492,54.34919173285694,0,0.65,0.4782608695652174,21.0
1,2,493,493,493,493,52.29544098733072,1,0.65,0.4782608695652174,1.0
1,3,494,494,494,494,45.36236105956918,0,0.65,0.4782608695652174,31.0
2,1,495,495,495,495,56.9151868295668,1,0.65,0.4782608695652174,1.0
1,2,496,496,496,496,57.88556322870559,0,0.65,0.4782608695652174,8.0
2,1,497,497,497,497,45.739068996750085,1,0.65,0.4782608695652174,28.0
3,1,498,498,498,498,55.37449976536701,0,0.75,0.4782608695652174,12.0
1,2,499,499,499,499,44.39190518540334,1,0.8,0.5217391304347826,9.0
1,3,500,500,500,500,53.32638304754741,0,0.75,0.5217391304347826,16.0
1,4,501,501,501,501,49.20428800683425,1,0.75,0.5217391304347826,15.0
2,1,502,502,502,502,46.82828097592761,0,0.75,0.5217391304347826,15.0
3,1,503,503,503,503,50.74853564367601,1,0.5,0.5217391304347826,6.0
4,1,504,504,504,504,49.16272183287175,0,0.5,0.5217391304347826,10.0
5,1,505,505,505,505,56.96201216448018,1,0.5,0.5217391304347826,12.0
1,2,506,506,506,506,43.98260683073711,0,0.75,0.5217391304347826,35.0
2,1,507,507,507,507,44.25164070945914,1,0.9,0.6521739130434783,23.0
1,2,508,508,508,508,48.833993470661945,0,0.5,0.6521739130434783,6.0
2,1,509,509,509,509,50.32825168570277,1,0.5,0.6521739130434783,24.0
3,1,510,510,510,510,61.74521826568492,0,0.35,0.6521739130434783,35.0
4,1,511,511,511,511,43.21027419111925,0,0.8,0.6521739130434783,32.0
1,2,512,512,512,512,60.86230909786258,0,0.8,0.6521739130434783,10.0
2,1,513,513,513,513,52.61351492374536,1,0.5,0.6521739130434783,32.0
1,2,514,514,514,514,54.36473848400825,0,0.5,0.6521739130434783,21.0
1,3,515,515,515,515,55.57492403726413,1,0.75,0.6521739130434783,17.0
2,1,516,516,516,516,46.961239036052895,0,0.75,0.6521739130434783,31.0
3,1,517,517,517,517,52.897667806809125,1,0.75,0.6521739130434783,2.0
4,1,518,518,518,518,50.77400237326178,0,0.75,0.6521739130434783,0.0
5,2,519,519,519,519,47.15933488080192,1,0.5,0.6521739130434783,28.0
6,1,520,520,520,520,57.45541640834022,0,0.75,0.6521739130434783,19.0
1,2,521,521,521,521,50.08949726467789,1,0.5,0.6956521739130435,5.0
1,3,522,522,522,522,53.65390796163647,0,0.5,0.6956521739130435,7.0
1,4,523,523,523,523,41.08047734317224,1,0.65,0.6956521739130435,16.0
1,5,524,524,524,524,61.06930849439425,0,0.5,0.6956521739130435,22.0
2,1,525,525,525,525,50.19043265759587,1,0.8,0.6956521739130435,17.0
3,1,526,526,526,526,53.52056027627656,0,0.8,0.6956521739130435,1.0
1,2,527,527,527,527,45.72351108477152,0,0.75,0.6956521739130435,0.0
2,3,528,528,528,528,54.98452753244153,0,0.75,0.6956521739130435,35.0
3,1,529,529,529,529,36.81409383061127,1,0.8,0.6956521739130435,9.0
1,2,530,530,530,530,46.57095947617347,0,0.75,0.6956521739130435,8.0
2,1,531,531,531,531,46.46430159229392,1,0.8,0.6956521739130435,10.0
3,1,532,532,532,532,50.493350758274126,0,0.65,0.6956521739130435,15.0
4,1,533,533,533,533,48.74742590689551,1,0.75,0.6956521739130435,6.0
5,1,534,534,534,534,45.38100625270905,0,0.7,0.6956521739130435,5.0
1,2,535,535,535,535,46.10696027788244,1,0.5,0.6956521739130435,12.0
1,3,536,536,536,536,56.06817259135789,0,0.65,0.6956521739130435,30.0
1,4,537,537,537,537,58.60097707071122,1,0.5,0.6956521739130435,15.0
2,1,538,538,538,538,46.86211544791924,0,0.9,0.6956521739130435,21.0
1,2,539,539,539,539,51.79134326181355,1,0.5,0.6956521739130435,10.0
2,1,540,540,540,540,53.18201011864091,0,0.8,0.6956521739130435,10.0
3,1,541,541,541,541,45.575461951390274,1,0.5,0.6956521739130435,28.0
4,1,542,542,542,542,55.45827553037821,0,0.5,0.6956521739130435,34.0
1,2,543,543,543,543,49.28749012426952,1,0.5,0.6956521739130435,23.0
1,3,544,544,544,544,46.97023292091153,0,0.8,0.6956521739130435,7.0
1,4,545,545,545,545,54.43477691256015,1,0.8,0.6956521739130435,12.0
1,5,546,546,546,546,55.73254924183109,0,0.9,0.6956521739130435,23.0
1,6,547,547,547,547,37.33307775413779,1,0.5,0.6956521739130435,28.0
2,1,548,548,548,548,45.15257140874152,0,0.5,0.6956521739130435,0.0
3,2,549,549,549,549,50.587299513663616,1,0.95,0.6956521739130435,17.0
4,1,550,550,550,550,37.40193697423823,0,0.9,0.6956521739130435,33.0
5,1,551,551,551,551,56.68121037947424,1,0.9,0.6956521739130435,31.0
6,1,552,552,552,552,65.6770949817572,0,0.9,0.6956521739130435,23.0
1,2,553,553,553,553,52.07592156848576,1,0.5,0.6956521739130435,35.0
2,1,554,554,554,554,37.62917044147462,0,0.8,0.6956521739130435,18.0
1,2,555,555,555,555,48.56099778999572,1,0.5,0.6956521739130435,9.0
1,3,556,556,556,556,44.9206825367803,0,0.5,0.6956521739130435,20.0
2,1,557,557,557,557,47.22131983842111,1,0.5,0.6956521739130435,12.0
1,2,558,558,558,558,51.83514496411324,0,0.5,0.6956521739130435,11.0
2,1,559,559,559,559,46.996724658375605,1,0.5,0.6956521739130435,21.0
1,2,560,560,560,560,53.31369299750707,0,0.8,0.6956521739130435,21.0
1,3,561,561,561,561,57.180738470432615,1,0.8,0.6956521739130435,15.0
2,1,562,562,562,562,47.43451615096783,0,0.0,0.7391304347826086,3.0
1,2,563,563,563,563,40.01564381207262,1,0.8,0.7391304347826086,8.0
2,1,564,564,564,564,45.60635211156332,0,0.95,0.7391304347826086,25.0
1,2,565,565,565,565,46.2968552258147,0,0.65,0.7391304347826086,12.0
1,3,566,566,566,566,51.289938635993984,1,0.65,0.7391304347826086,34.0
1,4,567,567,567,567,40.61697178833674,0,0.5,0.7391304347826086,15.0
2,1,568,568,568,568,52.79927080387245,1,0.65,0.7391304347826086,29.0
3,1,569,569,569,569,42.45544821428761,0,0.5,0.7391304347826086,11.0
4,1,570,570,570,570,40.49605971936701,1,0.5,0.7391304347826086,11.0
5,1,571,571,571,571,46.3364145627903,0,0.75,0.7391304347826086,19.0
1,2,572,572,572,572,54.02050359069637,1,0.8,0.7391304347826086,22.0
2,1,573,573,573,573,61.765339805661554,0,0.9,0.7391304347826086,20.0
3,1,574,574,574,574,56.96291070252822,1,0.9,0.7391304347826086,10.0
4,1,575,575,575,575,53.18761882728993,0,0.5,0.7391304347826086,16.0
1,2,576,576,576,576,53.36398387467217,1,0.8,0.7391304347826086,25.0
1,3,577,577,577,577,58.40068942780866,0,0.5,0.7391304347826086,8.0
2,1,578,578,578,578,53.95217615302824,1,0.5,0.7391304347826086,1.0
1,2,579,579,579,579,43.7058455438596,1,0.75,0.7391304347826086,21.0
1,3,580,580,580,580,42.99168366148624,0,0.95,0.7391304347826086,20.0
2,1,581,581,581,581,50.65716065491199,1,0.5,0.7391304347826086,29.0
3,1,582,582,582,582,60.97104458353175,0,0.95,0.7391304347826086,10.0
4,1,583,583,583,583,34.4282165843063,0,0.95,0.7391304347826086,26.0
5,1,584,584,584,584,48.783306463733744,0,0.5,0.7391304347826086,13.0
6,1,585,585,585,585,49.03037365454955,0,0.5,0.7391304347826086,32.0
1,2,586,586,586,586,51.875986158873694,0,0.5,0.7391304347826086,26.0
2,1,587,587,587,587,47.74408650526144,1,0.5,0.7391304347826086,4.0
3,1,588,588,588,588,40.99285544572259,0,0.5,0.7391304347826086,1.0
1,2,589,589,589,589,43.22027041390946,1,0.75,0.7391304347826086,0.0
2,3,590,590,590,590,59.12427434431734,0,0.5,0.7391304347826086,6.0
3,1,591,591,591,591,57.69035089234234,1,0.8,0.7391304347826086,1.0
1,2,592,592,592,592,64.4555379305206,0,0.5,0.7391304347826086,23.0
1,3,593,593,593,593,43.49380717019153,1,0.8,0.7391304347826086,30.0
1,4,594,594,594,594,41.68863553448473,0,0.5,0.7391304347826086,31.0
2,1,595,595,595,595,41.22317027451522,1,0.5,0.7391304347826086,24.0
3,1,596,596,596,596,61.5400974141387,0,0.9,0.7391304347826086,29.0
4,1,597,597,597,597,41.10997938366791,1,0.9,0.7391304347826086,17.0
5,1,598,598,598,598,42.21945251522287,0,0.9,0.7391304347826086,32.0
1,2,599,599,599,599,38.67575463548548,1,0.5,0.7391304347826086,33.0
2,1,600,600,600,600,47.45603020219827,0,0.5,0.782608695652174,2.0
3,1,601,601,601,601,50.03249404572258,1,0.9,0.782608695652174,7.0
1,2,602,602,602,602,56.88430425616874,0,0.9,0.782608695652174,7.0
1,3,603,603,603,603,53.93438220049919,1,0.35,0.782608695652174,17.0
2,1,604,604,604,604,51.81824522371222,0,0.9,0.782608695652174,36.0
1,2,605,605,605,605,59.62101914374053,0,0.65,0.782608695652174,11.0
2,1,606,606,606,606,48.03398179551234,1,0.65,0.782608695652174,14.0
1,2,607,607,607,607,44.117364502702834,0,0.65,0.782608695652174,14.0
1,3,608,608,608,608,47.472731748312015,1,0.65,0.782608695652174,28.0
2,1,609,609,609,609,54.45470039682647,0,0.8,0.782608695652174,30.0
1,2,610,610,610,610,61.61101707793389,0,0.5,0.8695652173913043,19.0
1,3,611,611,611,611,47.72835946748554,1,0.5,0.8695652173913043,31.0
2,1,612,612,612,612,54.724652731074855,0,0.5,0.9130434782608695,4.0
3,1,613,613,613,613,51.98049922863877,1,0.5,0.9130434782608695,8.0
4,1,614,614,614,614,50.437465127101696,0,0.05,0.9130434782608695,2.0
5,1,615,615,615,615,54.18648264701177,1,0.5,0.9130434782608695,17.0
6,1,616,616,616,616,50.52498446573782,0,0.75,0.9130434782608695,17.0
7,1,617,617,617,617,59.38180419013884,1,0.75,0.9130434782608695,32.0
1,2,618,618,618,618,51.36468055449237,1,0.5,0.9130434782608695,19.0
1,3,619,619,619,619,53.41393545383484,0,0.5,0.9130434782608695,32.0
1,4,620,620,620,620,48.19652815133304,1,0.5,0.9130434782608695,4.0
2,1,621,621,621,621,48.99238159771964,0,0.5,0.9130434782608695,18.0
1,2,622,622,622,622,52.14572158238781,1,0.5,0.9130434782608695,23.0
1,3,623,623,623,623,52.67334905851925,0,0.5,0.9130434782608695,34.0
1,4,624,624,624,624,62.73758143801169,1,0.5,0.9130434782608695,3.0
1,5,625,625,625,625,61.0785809751913,0,0.5,0.9130434782608695,7.0
1,6,626,626,626,626,52.63334122729233,1,0.5,0.9130434782608695,2.0
2,1,627,627,627,627,62.06453294200164,0,0.5,0.9130434782608695,18.0
1,2,628,628,628,628,52.278371481491966,1,0.5,0.9130434782608695,14.0
1,3,629,629,629,629,45.72916408224224,0,0.5,0.9130434782608695,29.0
2,1,630,630,630,630,45.83670472863053,1,0.5,0.9130434782608695,16.0
1,2,631,631,631,631,46.68170282849714,0,0.5,0.9130434782608695,36.0
1,3,632,632,632,632,47.42407212984055,1,0.5,0.9130434782608695,3.0
1,4,633,633,633,633,43.54254726435288,0,0.5,0.9130434782608695,30.0
1,5,634,634,634,634,51.67380105958952,1,0.5,0.9130434782608695,24.0
2,1,635,635,635,635,46.46357161613312,0,0.5,0.9130434782608695,16.0
1,2,636,636,636,636,43.69584587413312,1,0.5,0.9130434782608695,28.0
2,1,637,637,637,637,58.62973440812192,0,0.5,0.9130434782608695,1.0
1,2,638,638,638,638,58.85034856786326,1,0.5,0.9130434782608695,17.0
2,1,639,639,639,639,48.5286524619567,0,0.5,0.9130434782608695,9.0
1,2,640,640,640,640,46.24292571119486,1,0.5,0.9130434782608695,22.0
2,1,641,641,641,641,39.49073583619803,0,0.5,0.9130434782608695,23.0
1,2,642,642,642,642,57.24191685051866,1,0.5,0.9130434782608695,35.0
2,1,643,643,643,643,57.64305891469133,0,0.5,0.9130434782608695,10.0
3,1,644,644,644,644,36.247243783165054,1,0.5,0.9130434782608695,15.0
4,1,645,645,645,645,49.83284441227951,0,0.5,0.9130434782608695,9.0
1,2,646,646,646,646,49.77222749494658,1,0.5,0.9130434782608695,6.0
2,1,647,647,647,647,52.46400236477058,0,0.5,0.9130434782608695,20.0
3,1,648,648,648,648,58.037768978700335,1,0.5,0.9130434782608695,31.0
4,1,649,649,649,649,47.841205246257054,0,0.5,0.9130434782608695,0.0
5,2,650,650,650,650,36.960666132759606,1,0.5,0.9130434782608695,20.0
6,1,651,651,651,651,44.67591159361684,0,0.5,0.9130434782608695,5.0
1,2,652,652,652,652,59.55638564728466,1,0.5,0.9130434782608695,15.0
2,1,653,653,653,653,49.45188110161572,0,0.5,0.9130434782608695,13.0
3,1,654,654,654,654,58.10041235992677,0,0.5,0.9565217391304348,6.0
4,1,655,655,655,655,50.671998044567935,1,0.5,0.9565217391304348,21.0
1,2,656,656,656,656,44.40668988605343,1,0.5,0.9565217391304348,26.0
2,1,657,657,657,657,51.69396557548373,1,0.5,0.9565217391304348,27.0
1,2,658,658,658,658,53.39513150560717,0,0.0,0.8695652173913043,7.0
1,3,659,659,659,659,38.06493740729203,0,0.0,0.8695652173913043,0.0
2,4,660,660,660,660,50.1007284898381,1,0.0,0.8695652173913043,13.0
3,1,661,661,661,661,53.5649444656728,0,0.5,0.8695652173913043,9.0
1,2,662,662,662,662,52.489837254397365,1,0.5,0.8695652173913043,4.0
2,1,663,663,663,663,51.17381636856821,0,0.0,0.8695652173913043,7.0
1,2,664,664,664,664,33.47824918781604,1,0.5,0.8695652173913043,8.0
2,1,665,665,665,665,49.75714684519249,1,0.5,0.8695652173913043,22.0
3,1,666,666,666,666,59.03780636893046,0,0.5,0.8695652173913043,29.0
4,1,667,667,667,667,46.788367434606,1,0.5,0.8695652173913043,5.0
1,2,668,668,668,668,49.612129092061856,0,0.5,0.8695652173913043,30.0
1,3,669,669,669,669,52.19498474178159,1,0.5,0.9130434782608695,15.0
2,1,670,670,670,670,44.684531441678764,0,0.5,0.9130434782608695,21.0
1,2,671,671,671,671,38.9289387502569,1,0.3,0.9130434782608695,25.0
1,3,672,672,672,672,64.56363419676813,0,0.3,0.9130434782608695,24.0
2,1,673,673,673,673,60.777552240691705,1,0.35,0.9130434782608695,17.0
3,1,674,674,674,674,50.342903043441694,0,0.3,0.9130434782608695,2.0
4,1,675,675,675,675,53.42004965267248,0,0.35,0.9130434782608695,2.0
5,1,676,676,676,676,46.24145904903149,1,0.35,0.9130434782608695,25.0
1,2,677,677,677,677,43.92484804633297,0,0.4,0.9130434782608695,34.0
1,3,678,678,678,678,53.64184145906398,1,0.7,0.9130434782608695,22.0
2,1,679,679,679,679,67.23030645386456,0,0.6,0.9130434782608695,31.0
3,1,680,680,680,680,51.16827924857621,1,0.05,0.9130434782608695,7.0
1,2,681,681,681,681,60.42080505179508,0,0.05,0.9130434782608695,6.0
2,1,682,682,682,682,40.31353984116777,1,0.05,0.9130434782608695,33.0
3,1,683,683,683,683,60.833958178931965,0,0.65,0.9130434782608695,33.0
4,1,684,684,684,684,60.307371385898335,1,0.6,0.9130434782608695,21.0
1,2,685,685,685,685,61.90319384070148,0,0.7,0.9130434782608695,12.0
1,3,686,686,686,686,74.45851011846052,1,0.65,0.9130434782608695,20.0
2,1,687,687,687,687,45.28400569999232,0,0.75,0.9130434782608695,13.0
3,1,688,688,688,688,45.69333011261771,1,0.6,0.9130434782608695,8.0
4,1,689,689,689,689,56.35608510541407,0,0.05,0.9130434782608695,3.0
1,2,690,690,690,690,50.180525278664106,0,0.4,0.9130434782608695,7.0
1,3,691,691,691,691,60.61119060219312,0,0.45,0.6521739130434783,34.0
1,4,692,692,692,692,48.2623856144229,1,0.05,0.6521739130434783,1.0
1,5,693,693,693,693,46.828954628640105,1,0.6,0.782608695652174,11.0
2,1,694,694,694,694,53.74900815723804,0,0.65,0.782608695652174,10.0
3,1,695,695,695,695,47.12852091682716,1,0.65,0.782608695652174,1.0
1,2,696,696,696,696,53.62564656531782,0,0.7,0.782608695652174,36.0
1,3,697,697,697,697,50.78768793045373,0,0.7,0.782608695652174,0.0
2,4,698,698,698,698,52.651860554926216,0,0.5,0.8260869565217391,35.0
3,1,699,699,699,699,54.9416399557435,1,0.05,0.8695652173913043,29.0
4,1,700,700,700,700,51.57030158368724,0,0.45,0.8695652173913043,19.0
1,2,701,701,701,701,66.71752409789173,0,0.3,0.8695652173913043,33.0
2,1,702,702,702,702,46.03260366939218,1,0.3,0.8695652173913043,18.0
1,2,703,703,703,703,54.57287080074904,0,0.5,0.8695652173913043,24.0
2,1,704,704,704,704,70.89246546369625,1,0.05,0.8695652173913043,14.0
1,2,705,705,705,705,78.52959740236192,0,0.65,0.9130434782608695,32.0
1,3,706,706,706,706,49.68921196314593,1,0.65,0.9130434782608695,18.0
1,4,707,707,707,707,53.536453697088746,0,0.5,0.9130434782608695,32.0
1,5,708,708,708,708,56.99427681564464,1,0.6,0.43478260869565216,29.0
2,1,709,709,709,709,49.80938084525405,1,0.7,0.43478260869565216,27.0
1,2,710,710,710,710,50.371750943611886,0,0.35,0.43478260869565216,26.0
2,1,711,711,711,711,69.84448555734863,1,0.0,0.4782608695652174,12.0
1,2,712,712,712,712,74.63354313806343,0,0.35,0.4782608695652174,12.0
1,3,713,713,713,713,44.478657861224406,0,0.8,0.4782608695652174,5.0
1,4,714,714,714,714,74.99292619733248,1,0.9,0.4782608695652174,31.0
2,1,715,715,715,715,67.12028621516072,0,0.9,0.4782608695652174,28.0
3,1,716,716,716,716,39.77995163083115,0,1.0,0.4782608695652174,14.0
1,2,717,717,717,717,53.23477373555268,1,0.95,0.5217391304347826,34.0
1,3,718,718,718,718,45.31659873829908,0,1.0,0.5217391304347826,20.0
2,1,719,719,719,719,62.45076832021643,1,0.35,0.5217391304347826,31.0
3,1,720,720,720,720,56.10009292206539,0,0.8,0.5217391304347826,6.0
4,1,721,721,721,721,58.71986551770489,1,0.9,0.5217391304347826,11.0
5,1,722,722,722,722,43.76941520036835,1,0.35,0.43478260869565216,23.0
1,2,723,723,723,723,48.55905022460428,0,0.8,0.43478260869565216,36.0
1,3,724,724,724,724,47.41764528710401,1,0.75,0.6521739130434783,7.0
1,4,725,725,725,725,47.936935210355344,0,0.75,0.6521739130434783,30.0
1,5,726,726,726,726,46.112396236095606,1,0.8,0.6521739130434783,6.0
2,1,727,727,727,727,54.5551331776588,0,0.8,0.6521739130434783,13.0
3,1,728,728,728,728,44.14760965908213,1,0.75,0.6521739130434783,19.0
1,2,729,729,729,729,57.401218323282485,1,0.7,0.8695652173913043,25.0
1,3,730,730,730,730,49.69969584387957,0,0.35,0.8695652173913043,15.0
2,1,731,731,731,731,42.228736281479264,1,0.5,0.391304347826087,13.0
3,1,732,732,732,732,59.880323916098575,0,0.7,0.43478260869565216,3.0
1,2,733,733,733,733,50.43380520331492,1,0.9,0.43478260869565216,17.0
2,1,734,734,734,734,58.37770797174608,0,1.0,0.4782608695652174,1.0
1,2,735,735,735,735,52.780990999695945,0,1.0,0.4782608695652174,26.0
2,1,736,736,736,736,67.45776439297586,1,1.0,0.4782608695652174,6.0
3,1,737,737,737,737,41.336106075270045,0,1.0,0.4782608695652174,6.0
4,1,738,738,738,738,49.05148197976492,1,1.0,0.4782608695652174,10.0
5,1,739,739,739,739,52.80077403706538,0,1.0,0.4782608695652174,10.0
6,1,740,740,740,740,50.78267437786559,1,1.0,0.4782608695652174,2.0
7,1,741,741,741,741,54.303587284518414,0,1.0,0.4782608695652174,33.0
8,1,742,742,742,742,43.14425789886412,1,1.0,0.4782608695652174,21.0
1,2,743,743,743,743,49.89453837263503,0,0.9,0.4782608695652174,35.0
2,1,744,744,744,744,52.24156565805265,0,1.0,0.6086956521739131,7.0
1,2,745,745,745,745,60.48964744158332,0,0.9,0.6086956521739131,14.0
1,3,746,746,746,746,52.93822609831389,1,0.95,0.6086956521739131,36.0
1,4,747,747,747,747,51.09797632283614,0,0.9,0.6086956521739131,5.0
1,5,748,748,748,748,49.370061800136,1,0.35,0.6086956521739131,26.0
2,1,749,749,749,749,53.8952625738317,0,1.0,0.6086956521739131,10.0
3,1,750,750,750,750,48.93554910815502,1,1.0,0.6086956521739131,12.0
1,2,751,751,751,751,49.81849091178181,0,0.8,0.6521739130434783,23.0
1,3,752,752,752,752,46.15095199737812,0,0.75,0.6521739130434783,33.0
2,1,753,753,753,753,47.9568939206544,1,0.8,0.6521739130434783,4.0
3,1,754,754,754,754,41.75980238447767,0,0.9,0.6956521739130435,24.0
4,1,755,755,755,755,52.9585097548956,1,0.8,0.6956521739130435,27.0
1,2,756,756,756,756,64.04560810018255,0,0.8,0.6956521739130435,0.0
2,3,757,757,757,757,47.670556265623205,1,0.8,0.6956521739130435,29.0
3,1,758,758,758,758,52.67365190017887,0,0.65,0.6956521739130435,9.0
1,2,759,759,759,759,49.82292452660605,1,0.7,0.6956521739130435,3.0
1,3,760,760,760,760,46.99801861817029,0,0.5,0.782608695652174,7.0
1,4,761,761,761,761,44.952626587097,1,0.05,0.782608695652174,2.0
2,1,762,762,762,762,56.03935716234922,0,0.05,0.782608695652174,10.0
3,1,763,763,763,763,47.60703908255368,0,0.6,0.8260869565217391,23.0
